Part,NCode,Branch,DateTime,Type,OP,Description
509118,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,4.2 x 38 Self Tapper
509118,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,200
509118,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,type AB
510192,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Gardening tools and equipment<br/>Battery terminals<br/>Spark Plugs<br/>Bike frames<br/>Door locks and hinges<br/>Power tools<br/>Engines<br/>Alloys<br/>Exhausts
510192,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Product protects metal from rust and corrosion&#44 penetrates stuck parts&#44displaces moisture and lubricates almost anything. It even removes grease&#44 grime and more from most surfaces<br/>Displaces moisture to prevent rust and dry out electrical systems<br/>Penetrates to loosens stuck parts<br/>Lubricates to make equipment run smoothly<br/>Removes oil&#44 dirt&#44 grease and grime<br/>Protects metal surfaces from rust and corrosion <br/>Easy to use
510192,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510193,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Gardening tools and equipment<br/>Battery terminals<br/>Spark Plugs<br/>Bike frames<br/>Door locks and hinges<br/>Power tools<br/>Engines<br/>Alloys<br/>Exhausts
510193,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Product protects metal from rust and corrosion&#44 penetrates stuck parts&#44displaces moisture and lubricates almost anything. It even removes grease&#44 grime and more from most surfaces<br/>Displaces moisture to prevent rust and dry out electrical systems<br/>Penetrates to loosens stuck parts<br/>Lubricates to make equipment run smoothly<br/>Removes oil&#44 dirt&#44 grease and grime<br/>Protects metal surfaces from rust and corrosion <br/>Easy to use
510193,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12
510202,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The grease is for automotive and industrial ball and roller bearing applications.
510202,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,A high melting point&#44 smooth&#44 multipurpose&#44 extreme pressure (EP) grease based upon lithium soap.
510202,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510206,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The grease is for automotive and industrial ball and roller bearing applications.
510206,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,A high melting point&#44 smooth&#44 multipurpose&#44 extreme pressure (EP) grease based upon lithium soap.
510206,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12
510208,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,A high performance lead free anti-seize compound which is designed for application to threads of nuts and bolts prior to assembly to ensure easy release&#44 without damage&#44 even after long periods in adverse conditions
510208,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510212,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Heavy duty polyethylene.<br/>With filter and flexispout.
510212,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510212,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dimension: 9in (225mm).
510215,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Heavy duty polyethylene.
510215,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510220,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Heavy duty polyethylene.
510220,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510221,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,400ml Aerosol dry film food safe lubricant with PTFE
510221,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,A transparent purpose food safe lubricant & penetrat with PTFE<br/>High quality triple action lubricant with grease&#44 lubricants & coats<br/>Applies a tough&#44 dry coating effective long after liquid lubricants have disappeared<br/>Effective working temperature from -30°C to 220°C
510221,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510222,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Penetrates and lubricates chains&#44 cables&#44 linkages&#44 hinges&#44 catches&#44 locks&#44 etc.<br/>Easy application with extra tube & nozzle for hard to reach areas.
510222,CHARACTERISTICS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Clear golden brown liquid
510222,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Shake can well before use.<br/>Apply by holding nozzle 5 – 10 cm from parts to be lubricated.<br/>Re-apply as required.
510222,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12
510227,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Gardening tools and equipment<br/>Battery terminals<br/>Spark Plugs<br/>Bike frames<br/>Door locks and hinges<br/>Power tools<br/>Engines<br/>Alloys<br/>Exhausts
510227,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Product protects metal from rust and corrosion&#44 penetrates stuck parts&#44displaces moisture and lubricates almost anything. It even removes grease&#44 grime and more from most surfaces<br/>Displaces moisture to prevent rust and dry out electrical systems<br/>Penetrates to loosens stuck parts<br/>Lubricates to make equipment run smoothly<br/>Removes oil&#44 dirt&#44 grease and grime<br/>Protects metal surfaces from rust and corrosion <br/>Easy to use
510227,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12
510228,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Rigid and flexi spout.<br/>Steel pump.
510228,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510232,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Gardening tools and equipment<br/>Battery terminals<br/>Spark Plugs<br/>Bike frames<br/>Door locks and hinges<br/>Power tools<br/>Engines<br/>Alloys<br/>Exhausts
510232,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Product protects metal from rust and corrosion&#44 penetrates stuck parts&#44displaces moisture and lubricates almost anything. It even removes grease&#44 grime and more from most surfaces<br/>Displaces moisture to prevent rust and dry out electrical systems<br/>Penetrates to loosens stuck parts<br/>Lubricates to make equipment run smoothly<br/>Removes oil&#44 dirt&#44 grease and grime<br/>Protects metal surfaces from rust and corrosion <br/>Easy to use
510232,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510236,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Rigid and flexi spout.<br/>Steel pump.
510236,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510243,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,A refined fully inhibited hydraulic oil covering the viscosity ISO 32. It is chemically and thermally stable and has good demulsibility&#44 allowing rapid separation of any water contamination. Carlube Hydraulic 32 is classified HM in the ISO 6743 grading system.
510243,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510247,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The 3M™ Disposable Respirator 8810 provides lightweight&#44 comfortable and effective protection against dust and mist. The convex shape&#44 twin strap design&#44 nose foam and nose clip ensure comfortable wear over a range of face sizes.
510247,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Disposable P2 respirator offering reliable&#44 effective protection against fine particles<br/>The convex shape&#44 twin strap design&#44 nose foam and nose clip ensure comfortable wear over a range of face sizes.<br/>Durable&#44 collapse resistant inner shell<br/>
510247,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,20
510247,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Maximum usage level: Up to 12 x TLV
510248,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,FFP2 up to 10 x wel particulates
510248,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
510248,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,EAN :4046719303182<br/>
510260,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Kills corrosion and inhibits deterioration of terminals and metal parts on or near lead acid batteries.
510260,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
510269,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,500ml Aerosol
510269,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510269,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Contains PTFE to lengthen lubrication. <br/>Can be used in anti-friction plain bearings and pumping equipment where the ingress of water has reduced lubrication effectiveness.<br/>Ideal for brake linkages&#44 cables&#44 hinges and springs. <br/>Extends the life of lubricated parts even when exposed to high pressure&#44 impact or vibratory stresses. <br/>Exhibits excellent lubricating and corrosion protection.
510287,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,500ml Aerosol
510287,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510287,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Cold Galvanising Pro-cote provides excellent protection with a brilliant&#44 decorative finish. Offers protective coating of bare metals and galvanised surfaces which might have been “broken” by welding&#44 cutting or grinding. <br/>Many automotive&#44 industrial and DIY applications. Anti-corrosive quick drying properties give excellent adhesion to all metals.
510296,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510296,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,RoHS Compliant :NA
510299,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Pre-wipe Degreaser is a preparation solvent for cleaning vehicle panels prior to commencing work.
510299,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Reduces the risk of silicone contamination and can be used for thorough cleaning prior to polishing.
510299,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510300,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,FFP1 up to 4 x wel particulates<br/><br/>
510300,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,15
510300,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,EAN : 4046719303205<br/>
510311,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Provides protection against organic vapours and particulates
510311,CHARACTERISTICS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Applications: Mixing of paints. Application of coatings&#44 adhesives and sealers&#44 degreasing.
510311,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Maintenance free&#44 low profile&#44 comfortable design integrated filters and high efficiency exhalation valve.
510311,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510311,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Conforms to: EN405 2001. CE Marked. FFA1P2RD
510320,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The 3M™ Aura™ 9322+ Respirator provides comfort and style without compromising performance. Protects against dusts and mists found in a wide variety of industrial applications and other work situations requiring FFP2 protection.
510320,CHARACTERISTICS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Flat fold disposable P2 respirator offering reliable&#44 effective protection against moderate levels of fine dust & mists<br/>Low breathing resistance filter technology for easier breathing through your shift<br/>Ingenious 3-panel design that accommodates greater facial movement during speech so much more comfortable to wear<br/>An embossed top panel to reduce fogging of eyewear<br/>A sculpted nose panel for improved compatibility with eyewear<br/>An innovative chin tab for ease of donning and adjustment of the respirator on the face<br/>Supplied in hygienic packaging to help protect the respirator from contamination before use&#44 also allows practical storage and dispensing in the workplace.<br/>
510320,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Individual Packaging&#44? Sculpted Nose Panel&#44? Embossed Top Panel&#44? Ingenious 3-panel Design&#44? Innovative Chin Tab
510320,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
510320,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,FFP2
510321,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,500ml Aerosol
510321,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510321,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Lubricant- for textile&#44 plastics and metals. Anti- stick- for glues&#44 resins and food.
510323,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Primer for metal parts (galvanised) iron&#44 steel and concrete.<br/>Automotive&#44 bodywork processing companies&#44 engineering companies and industry.
510323,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,After use turn the can upside down and briefly spray top clean the nozzle and valve.
510323,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Quick-drying rust stop primer (mix).<br/>Prevents corrosion&#44 even in already affected areas.<br/>Free of heavy metals and acids.
510323,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510323,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Base: Paint.<br/>Colour Matt brown / red.<br/>Temperature resistance +120°c.<br/><br/>Drying time:<br/>- Dust dry 15 minutes.<br/>- Touch dry 30-40 minutes.<br/>- Fully cured 24 hours.<br/><br/>Spray:<br/>- With vats of alkyd paint 20-30 minutes.<br/>- 2K acrylic lacquer 20-30 minutes.<br/>- Nitrolak 20-30 minutes.
510324,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Exhaust&#44 container&#44 fuel&#44 pipelines&#44 machine houses etc.<br/>Automotive&#44 bodywork processing plants&#44 central heating&#44 air conditioning and duct construction&#44 metalworking companies and industries.
510324,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Surfaces must be free from dirt&#44 grease and oil.<br/>Do not spray on plastic resin lacquered surfaces as the lacquer may possibly lift up.
510324,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Excellent cathodic anti-corrosion protection.<br/>High coverage.<br/>Optimal bonding.<br/>Can be spot welded due to outstanding conductivity.<br/>Environmentally friendly&#44 free of acids and heavy metals.
510324,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510324,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Base: Acrylic resin.<br/>Colour: Aluminium.<br/>Temperature resistance: + 120°c.<br/>Drying times:<br/>- Dust dry / recoat: 10 min.<br/>- Touch dry: 30 min.<br/>- Drying: 24 hours.<br/>Re-coat: no.<br/>Consumption: Oil.
510350,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Organic vapour&#44 inorganic and acid gas and particulate respirator Unique design with integral filters <br/>Exempt from the maintenance requirements of COSHH regulations if disposed of within the month<br/>Flexible&#44 soft&#44 non-allergenic face piece<br/>Exhalation valve for effective removal of heat and moisture build up<br/>Resealable bag provides clean and convenient storage between uses<br/>
510350,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510350,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,EAN: 4046719787289
510390,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,400ml Aerosol
510390,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12
510390,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Spray is a wax based&#44 solvent cutback&#44 amber colored corrosion preventive compound which is supplied in an aerosol spray can.  <br/>Has good water displacing properties and good penetration&#44 making it very suitable as a versatile corrosion protective providing a wide variety of applications: Automotive&#44 Marine&#44 Household and Industrial.  <br/>Cures to an amber colored&#44 waxy&#44 semi-firm translucent film. <br/>Application:- gives a maximum performance when it is sprayed at an ambient and product temperature of 10-25 °C. <br/>Shake the can well before use and spray at a distance of approximately 25 cm from the surface. <br/>As the  is a fast drying product this can cause “pin-holing” when the product is applied too thick at once. Valvoline advises to spray one layer per pass&#44 wait for 2 to 3 minutes and then spray another layer. Continue like this until the required film thickness has been obtained. <br/>Storage: should be stored at temperatures between 10-35 °C. Shaking the can well prior to use is recommended. For storage after use invert the can and spray for a few seconds to clear the nozzle. <br/>The container is pressurized. Keep away from flammable substances and protect from direct sunlight and temperatures over 50°C. Under proper storage conditions can have a shelf life of 3 years minimum.
510424,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,PPE CAT I EN420 Food Contact EC1935/2004
510424,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Flexible material for improved feel. Packed in bags
510424,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1000
510424,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Polythen&#44 Powder free&#44 Latex free&#44 Clear&#44 Smooth
510440,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,PPE CAT III High Risk&#44 Food contact EC1935/2004&#44 EN420&#44 EN388&#44 EN374
510440,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Protection against some detergents&#44 alcohols&#44 acids and alkalis. Polychloroprene for enhanced abrassion resistance
510440,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510440,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Rubber/Polychloroprene&#44 Black&#44 Textured&#44 Flocklined&#44 CAT III
510443,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,PPE CAT III High Risk&#44 Food contact EC1935/2004&#44 EN420&#44 EN388&#44 EN374
510443,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Protection against some detergents&#44 alcohols&#44 acids and alkalis. Polychloroprene for enhanced abrassion resistance
510443,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510443,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Rubber/Polychloroprene&#44 Black&#44 Textured&#44 Flocklined&#44 CAT III
510448,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Transport&#44 Warehouse&#44 Janitorial & Cleaning&#44 Metal Working&#44 Production & Manufacturing&#44 Service Engineers&#44 Contruction&#44 Plant & Agriculture&#44 Home&#44 Sports & Leisure&#44 Local Government Sectors
510448,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Spray application at a distance
510448,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Super 6+ B14195
510448,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Multipurpose industrial spray lubricant/cleaner<br/>Strong water and moisture displacing action<br/>Penetrates rust and corrosion<br/>Cleans and protects all metals against rust<br/>Suitable for electronic ignition systems<br/>Does not contain Silicone or CFC<br/>
510448,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
510448,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,CO² Non Flammable Propellant
510452,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Transport&#44 Warehouse&#44 Janitorial & Cleaning&#44 Metal Working&#44 Production & Manufacturing&#44 Service Engineers&#44 Contruction&#44 Plant & Agriculture&#44 Home&#44 Sports & Leisure&#44 Local Government Sectors
